Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1456	5	12	0	40.2	24.3	NaN	NaN	NaN	0
1456	12	5	0	41.302	14.711	NaN	7.17	0.3	1
1456	12	9	0	43.57	12.141	NaN	4.54	0.3	0
1456	12	30	8	40.855	14.26	NaN	NaN	NaN	0
1457	1	1	0	37.348	23.466	NaN	6.66	0.33	1
1457	1	8	0	40.855	14.26	NaN	4.72	0.34	0
1457	2	10	0	41.106	14.214	NaN	4.72	0.34	0
1457	4	23	0	39.75	40.4	NaN	7.33	0.5	0
1458	4	26	12	43.463	12.236	NaN	5.8	0.3	0
1458	5	1	0	43.457	12.239	NaN	4.93	0.34	0
1459	5	20	0	46.3	16.3	NaN	6.42	0.5	0
1461	6	1	0	40.5	15.25	NaN	5.17	0.3	0
1461	11	27	21	42.313	13.544	NaN	6.42	0.32	0
1462	1	1	0	41	29	NaN	NaN	NaN	0
1462	1	1	0	38.395	21.833	NaN	6.42	0.3	0
1463	1	1	0	36.576	25.35	NaN	5.36	0.3	0
1465	4	7	15	44.943	10.682	NaN	4.8	0.34	0
1465	5	17	0	43.351	12.577	NaN	4.75	0.32	0
1466	1	15	2	40.765	15.334	NaN	6.05	0.3	0
1466	12	26	0	43.351	12.577	NaN	4.75	0.32	0
1467	8	22	20	43.321	11.328	NaN	4.51	0.34	0
1467	9	3	0	43.321	11.328	NaN	4.96	0.34	0
1469	1	1	0	38.179	20.487	NaN	6.62	0.33	0
1470	2	6	16	47.5	7.633	NaN	3.2	0.67	0
1470	4	11	0	44.162	11.037	NaN	5.47	0.33	0
1471	1	1	0	45.544	10.214	NaN	4.06	0.3	0
1471	3	1	0	43.25	12.5	NaN	4.83	0.3	0
1471	8	15	16	45.544	10.214	NaN	4.3	0.34	0
1471	8	29	8	45.7	26.6	110	7.5	0.3	0
1472	1	1	0	39.959	25.334	NaN	6.43	0.33	0
1472	1	1	0	42.7	17.1	NaN	5.14	0.5	0
1472	1	1	0	44.059	12.567	NaN	5.15	0.33	0
1472	3	7	20	47.55	7.6	NaN	3.71	0.59	0
1472	3	22	4	47.55	7.6	NaN	3.71	0.59	0
1472	5	14	0	46.197	13.03	NaN	NaN	NaN	0
1473	1	20	0	43	17.6	NaN	5.57	0.5	0
1473	2	2	0	44.059	12.567	NaN	4.59	0.32	0
1473	5	7	7	45.322	9.329	NaN	4.09	0.34	0
1474	3	11	20	44.647	10.925	NaN	4.6	0.31	0
1474	8	18	0	43.603	13.507	NaN	5.15	0.33	0
1475	8	24	23	49.8	8.461	NaN	3.96	0.33	0
1477	1	30	16	42.955	12.704	NaN	4.51	0.34	0
1477	2	3	1	42.955	12.704	NaN	5.2	0.33	0
1477	6	29	0	49.117	6.183	NaN	4.46	0.3	0
1477	6	29	7	45.833	3.1	17.38	5.8	0.46	1
1478	2	24	0	47.75	10.33	NaN	4.13	0.5	0
1479	10	10	22	44.217	12.049	NaN	4.59	0.32	0
1479	10	20	0	43	17.6	NaN	5.99	0.5	0
1480	1	1	0	42.919	13.835	NaN	5.2	0.33	0
1480	10	18	0	43.1	17.9	NaN	5.57	0.5	0
1480	12	28	0	52.63	1.3	10	5.1	0.3	0
1481	2	6	21	43.932	10.343	NaN	4.51	0.34	0
1481	2	7	6	43.843	10.505	NaN	4.51	0.34	0
1481	2	14	22	42.641	18.109	NaN	5.4	0.39	0
1481	5	3	6	36.43	28.23	NaN	NaN	NaN	0
1481	5	7	14	44.274	10.13	NaN	5.62	0.3	0
1481	10	3	0	36.43	28.23	NaN	5.72	0.33	0
1481	12	18	3	36.43	28.23	NaN	5.36	0.3	0
1481	12	18	5	36.43	28.23	NaN	6.42	0.3	0
1482	2	1	0	42.641	18.109	NaN	4.88	0.39	0
1482	10	10	0	38.087	-0.945	NaN	5.9	0.41	1
1482	12	21	0	39.75	39.5	NaN	6.77	0.5	0
1483	3	3	22	44.836	11.618	NaN	4.54	0.3	0
1483	8	11	19	44.156	12.229	NaN	5.68	0.35	1
1484	1	1	0	43.57	12.141	NaN	5.14	0.34	0
1484	1	19	0	42.09	12.562	NaN	4.95	0.3	0
1485	3	14	7	47.467	-0.55	NaN	4.46	0.3	0
1485	6	1	0	47.5	16.3	NaN	NaN	NaN	0
1486	1	1	0	36.33	43.11	NaN	NaN	NaN	0
1485	9	1	0	45.356	11.722	NaN	4.4	0.3	0
1486	9	30	0	43.321	11.328	NaN	4.54	0.3	0
1487	1	11	15	45.137	11.306	NaN	4.09	0.34	0
1487	11	1	0	36.833	-2.45	NaN	5.9	0.41	1
1489	1	1	0	43.57	12.141	NaN	5.15	0.33	0
1489	1	1	0	41.008	28.98	NaN	6.1	0.33	0
1490	3	1	10	45.833	2.967	17.52	6.11	0.31	1
1490	6	10	0	38	14.75	NaN	4.83	0.3	0
1491	1	24	23	45.407	11.876	NaN	NaN	NaN	0
1491	4	24	19	35	32	NaN	6.8	0.3	0
1492	1	1	0	44.217	12.049	NaN	4.93	0.34	0
1493	8	24	0	46.267	13.133	NaN	4.83	0.3	0
1493	10	18	14	36.654	27.212	NaN	6.94	0.32	1
1494	1	26	20	36.732	-4.408	NaN	5.69	0.3	1
1494	5	29	2	38.187	15.549	NaN	5.3	0.33	0
1494	6	13	0	43.983	7.317	4.98	4.72	0.65	0
1494	7	1	10	35.5	23.3	NaN	7.5	0.5	1
1494	7	1	21	35.35	25.12	NaN	5.44	0.33	0
1495	1	5	0	37	27	NaN	5.43	0.5	0
1496	1	23	17	43.5	16.1	NaN	5.99	0.5	0
1496	11	28	8	42.641	18.109	NaN	4.51	0.34	0
1497	1	20	23	59.5	15	16	5.11	0.5	0
1497	3	3	0	44.254	9.975	NaN	NaN	NaN	0
1497	5	14	23	47.567	-0.4	5.28	4.96	0.3	0
1498	4	1	0	46.49	7.26	NaN	NaN	NaN	0
1498	4	10	0	42.356	13.396	NaN	4.54	0.3	0
1498	4	11	0	43.199	11.504	NaN	NaN	NaN	0
1498	9	3	15	46.49	7.26	NaN	NaN	NaN	0
1499	1	2	22	47.55	7.6	NaN	3.9	0.67	0
1499	11	9	0	38.187	15.549	NaN	5.36	0.33	0
1501	6	5	10	44.519	10.844	NaN	5.91	0.32	1
1502	1	1	0	42.383	12.95	NaN	5.17	0.3	0
1502	5	15	0	44.331	7.487	NaN	3.98	0.3	0
1502	9	6	0	43.462	13.087	NaN	4.99	0.33	0
1502	9	23	0	44.5	7.5	NaN	5.17	0.3	0
1503	1	1	0	36.33	43.11	NaN	6	0.3	0
1503	1	1	0	37.4	43.8	NaN	NaN	NaN	0
1504	3	1	0	46.78	10.19	NaN	5.22	0.6	0
1504	4	5	9	37.598	-5.725	NaN	6.03	0.3	1
1504	8	23	23	50.767	6.1	NaN	4.78	0.41	0
1504	11	1	0	43.697	11.816	NaN	5.11	0.34	0
1504	12	31	4	45.047	11.457	NaN	5.26	0.4	0
1505	1	3	2	44.501	11.244	NaN	5.41	0.3	0
1505	1	20	23	44.454	11.635	NaN	4.9	0.46	0
1505	1	27	2	44.498	11.34	NaN	NaN	NaN	0
1505	4	3	12	44.498	11.34	NaN	4.51	0.34	0
1505	5	15	0	44.498	11.34	NaN	4.54	0.3	0
1507	1	1	0	44.885	7.327	NaN	3.98	0.3	0
1508	1	1	0	46	14.5	10	5.14	0.5	0
1508	5	29	0	35.02	25.72	NaN	7.12	0.39	1
1508	10	18	15	44.833	11.667	NaN	4.83	0.3	0
1509	1	1	0	40.55	35	NaN	NaN	NaN	0
1509	2	25	22	38.1	15.684	NaN	5.73	0.31	0
1509	4	19	0	44.324	11.865	NaN	5.06	0.74	0
1509	9	10	0	41.022	28.786	NaN	7.14	0.33	0
1509	10	18	20	48.484	8.975	NaN	5.44	0.3	1
1509	11	16	0	41.7	26.6	20	6.42	0.5	0
1509	12	13	11	43.833	5.783	10	5.54	0.63	1
1511	3	26	14	46.198	13.431	NaN	6.89	0.3	1
1511	3	27	0	46	14	10	4.3	0.5	0
1511	3	28	12	45.5	11.924	NaN	4.96	0.51	0
1511	4	1	0	46	14	10	4.3	0.5	0
1511	4	1	0	46	14	10	4.3	0.5	0
1511	4	19	0	46	14	10	4.09	0.5	0
1511	5	26	0	40.2	25.2	NaN	6.8	0.5	0
1511	6	6	0	46	14	10	4.09	0.5	0
1511	6	6	0	46	14	10	4.3	0.5	0
1511	6	7	0	46	14	10	4.09	0.5	0
1511	6	24	22	46	14	10	4.3	0.5	0
1511	6	25	22	46	14	10	4.3	0.5	0
1511	6	26	0	46	14	10	4.09	0.5	0
1511	6	26	0	46	14	10	4.09	0.5	0
1511	6	25	0	46	14	10	5.57	0.5	1
1511	6	27	0	46	14	10	4.3	0.5	0
1511	6	27	0	46	14	10	4.3	0.5	0
1511	8	16	0	46	14	10	4.3	0.5	0
1512	2	8	0	46.322	9.402	NaN	4.36	0.3	0
1512	2	8	9	45.137	11.977	NaN	4.24	0.3	0
1512	12	12	20	45.438	10.994	NaN	3.87	0.34	0
1513	1	1	0	40.65	35.85	NaN	NaN	NaN	0
1513	3	28	0	36.1	28.2	NaN	6.21	0.46	0
1513	4	16	0	37.6	20.8	NaN	6.5	0.5	0
1513	8	25	8	38.167	15.5	NaN	4.83	0.3	0
1514	1	1	0	39.6	21.483	NaN	6.18	0.33	0
1514	1	20	17	47.5	7.65	NaN	2.4	0.67	0
1514	7	12	21	46.283	13.15	NaN	5.17	0.3	0
1515	2	1	0	48.38	17.58	NaN	NaN	NaN	0
1515	10	25	12	45.133	10.92	NaN	4.64	0.57	0
1516	7	2	0	47.017	9.55	NaN	3.2	0.67	0
1516	11	24	12	45.7	26.6	150	7.5	0.3	0
1516	12	20	5	46.283	13.15	NaN	4.83	0.3	0
1517	2	6	0	46	25.2	9.9	5.11	0.5	0
1517	3	29	19	41.012	15.211	NaN	5.57	0.31	0
1517	4	4	16	48.67	9	NaN	4.46	0.5	0
1517	11	22	7	38.989	-0.518	NaN	4.52	0.41	0
1518	11	9	23	37.195	-1.859	NaN	5.97	0.41	1
1520	5	17	7	42.6	18.1	NaN	5.99	0.5	0
1521	1	1	0	44.79	20.45	7	5.11	0.5	0
1521	1	26	10	45.676	10.345	NaN	NaN	NaN	0
1521	8	16	0	37.6	20.8	NaN	6.3	0.5	0
1522	6	25	22	46.794	1.039	NaN	3.8	0.3	0
1522	7	7	0	46	13.25	NaN	4.83	0.3	0
1522	9	22	10	36.992	-2.777	NaN	6.07	0.38	1
1522	10	5	0	45.117	9.751	NaN	4.9	0.49	0
1523	6	9	0	45.6	25.8	10	6.1	0.5	0
1523	6	27	0	46.267	13.133	NaN	5.17	0.3	0
1523	11	19	0	46.059	24.431	9.9	5.52	0.33	1
1523	12	27	23	47.775	7.734	NaN	4.46	0.3	0
1524	4	1	0	46.27	7.27	NaN	5.65	0.6	0
1525	2	19	21	46.267	13.133	NaN	4.83	0.3	0
1526	7	4	23	37.178	-3.599	NaN	5.35	0.41	1
1527	10	4	0	43.932	10.913	NaN	5.36	0.33	0
1528	1	1	0	39.1	26.55	NaN	6.95	0.3	1
1528	3	12	8	39.549	-8.982	NaN	4.73	0.4	0
1528	6	14	0	46.1	18.25	NaN	4.46	0.5	0
1529	4	13	7	36.833	-2.45	NaN	4.79	0.41	0
1529	4	14	0	45.751	12.786	NaN	4.39	0.3	0
1529	7	3	0	45.136	10.024	NaN	4.09	0.34	0
1529	9	11	18	47.533	7.567	NaN	3.2	0.67	0
1530	11	11	0	43.321	11.328	NaN	4.75	0.32	0
1531	1	26	0	38.981	-8.931	NaN	6.47	0.49	1
1531	9	30	4	37.551	-2.736	NaN	6.17	0.41	1
1531	10	10	20	47.42	9.37	NaN	3.85	0.6	0
1532	7	12	0	50.62	5.57	NaN	3.8	0.5	0
1532	1	1	0	41	29	NaN	5.82	0.5	0
1533	11	17	0	47.48	9.33	NaN	4.32	0.6	0
1534	7	14	14	49.33	8.52	NaN	4.2	0.3	0
1534	10	6	4	47.42	9.37	NaN	3.35	0.59	0
1536	3	23	0	37.502	15.087	NaN	NaN	NaN	0
1536	8	10	23	44.419	8.898	NaN	4.72	0.34	0
1536	8	17	0	44.364	10.933	NaN	5.29	0.51	1
1537	5	1	0	37.502	15.087	NaN	4.54	0.3	0
1537	9	22	17	43.2	-0.617	NaN	4.96	0.31	0
1537	11	1	0	44.307	8.48	NaN	4.75	0.32	0
1538	9	22	1	47.567	7.617	NaN	3.9	0.67	0
1538	9	26	0	40.822	14.123	NaN	5.36	0.33	0
1539	5	29	4	47.42	9.37	NaN	3.9	0.67	0
1540	1	1	0	57.7	18.7	5	5.11	0.5	0
1540	4	8	0	43.16	13.716	NaN	4.96	0.34	0
1540	6	26	19	51.1	12.9	NaN	4.79	0.5	0
1540	7	18	4	47.533	7.55	NaN	3.9	0.67	0
1540	9	1	8	45.544	10.214	NaN	4.43	0.32	0
1540	12	14	0	47.53	8.99	NaN	3.9	0.67	0
1541	1	6	0	46.845	8.445	NaN	NaN	NaN	0
1541	10	22	18	44.761	8.909	NaN	5.3	0.52	1
1542	2	7	22	47.7	8.64	NaN	3.9	0.67	0
1542	6	13	2	44.006	11.385	NaN	5.92	0.3	1
1542	11	8	0	47.83	10	NaN	4.46	0.5	0
1542	11	30	18	37.367	14.804	NaN	4.3	0.34	0
1542	12	10	15	37.215	14.944	NaN	6.71	0.3	1
1543	1	1	0	46.5	24	NaN	NaN	NaN	0
1543	1	1	0	39.75	39.5	NaN	5.82	0.5	0
1544	1	22	0	38.2	37.15	NaN	6.21	0.5	0
1544	3	6	9	43	17.6	NaN	5.14	0.5	0
1544	4	24	0	39.45	21.617	NaN	NaN	NaN	0
1545	3	24	0	38.885	22.327	NaN	6.52	0.3	1
1545	6	9	15	44.473	9.825	NaN	5.27	0.68	0
1545	7	9	8	45.6	25.6	10	6.1	0.5	0
1545	11	16	0	43.067	11.643	NaN	5.35	0.34	0
1546	1	1	0	38.23	26.03	NaN	5.99	0.33	0
1547	2	10	13	44.697	10.631	NaN	5.32	0.32	1
1547	3	24	0	44.697	10.631	NaN	4.51	0.34	0
1547	7	31	0	44.307	8.48	NaN	4.54	0.3	0
1547	8	29	20	38.747	-0.439	NaN	5.62	0.41	1
1548	2	9	0	47.684	7.35	NaN	3.48	0.3	0
1549	5	3	0	44.307	8.48	NaN	4.96	0.34	0
1549	5	4	22	44.55	4.75	NaN	4.2	0.31	0
1549	5	13	8	44.701	7.752	NaN	3.98	0.3	0
1549	5	31	0	38.25	15.667	NaN	4.83	0.3	0
1549	8	25	21	48.73	19.16	NaN	3.8	0.5	0
1549	9	10	0	46.146	12.222	NaN	4.93	0.34	0
1550	2	28	16	44.381	7.538	NaN	4.6	0.32	0
1550	4	19	0	36.833	-2.45	NaN	4.79	0.41	0
1550	10	26	1	45.7	24.2	10	5.11	0.5	0
1551	5	25	0	51.271	-0.399	18	3.74	0.3	0
1551	9	26	16	43.777	11.249	NaN	4.54	0.3	0
1552	3	6	0	50.58	13.08	NaN	4.46	0.5	0
1552	4	20	9	50.57	12.66	NaN	4.13	0.5	0
1552	8	21	4	45.65	25.6	NaN	3.8	0.5	0
1552	9	16	3	47.684	7.35	NaN	3.48	0.3	0
1553	8	17	19	51.25	13.365	NaN	4.34	0.56	0
1553	11	16	0	47.56	9.7	NaN	3.9	0.67	0
1554	3	21	23	51.087	5.795	NaN	3.89	0.36	0
1554	7	7	0	37.782	20.896	NaN	6.13	0.33	0
1554	11	27	18	43.777	11.249	NaN	4.96	0.34	0
1555	1	1	0	42	21.5	10	6.42	0.5	0
1556	1	24	0	47	15	NaN	NaN	NaN	0
1556	5	10	0	40.334	27.849	NaN	6.59	0.33	1
1556	7	18	0	46.5	25	NaN	4.46	0.5	0
1556	11	17	0	39.303	16.252	NaN	5.15	0.33	0
1557	1	1	0	40.75	14	NaN	5.17	0.3	0
1557	4	30	0	41	29	NaN	NaN	NaN	0
1557	12	1	0	42.7	23.3	10	6.07	0.5	0
1558	2	9	4	43.514	12.19	NaN	5.14	0.34	0
1558	4	13	0	43.469	11.547	NaN	5.64	0.4	1
1559	1	15	19	48.792	8.117	NaN	3.48	0.33	0
1559	1	24	0	42.4	18.8	NaN	NaN	NaN	0
1559	4	11	20	43.62	12.091	NaN	5.35	0.34	0
1559	6	29	0	38.167	13.333	NaN	4.83	0.3	0
1560	1	1	0	47	9.1	NaN	3.9	0.67	0
1560	5	11	4	41.248	16.485	NaN	5.59	0.5	0
1560	10	11	0	47	9.1	NaN	3.9	0.67	0
1560	12	28	23	47.383	8.533	NaN	2.4	0.67	0
1561	1	24	0	52.67	-1	NaN	NaN	NaN	0
1561	2	12	0	47.53	19.01	NaN	5.77	0.5	1
1561	7	31	19	40.723	15.321	NaN	NaN	NaN	0
1561	7	31	20	40.685	14.718	NaN	5.78	0.34	0
1561	8	19	15	40.563	15.505	NaN	6.71	0.3	1
1561	11	24	1	44.782	11.454	NaN	4.7	0.3	0
1562	2	10	0	50.3	16.5	5	4.79	0.5	0
1562	4	6	0	38.167	13.333	NaN	4.83	0.3	0
1563	6	13	0	42.425	18.772	NaN	5.68	0.39	0
1563	11	7	0	47.433	7.6	NaN	2.4	0.67	0
1564	7	1	0	40.75	14.167	NaN	5.14	0.5	0
1564	7	20	0	44	7.317	6.84	5.5	0.33	1
1564	8	12	0	39.9	24.7	NaN	6.4	0.5	0
1565	1	1	0	38.367	26.133	NaN	5.71	0.3	0
1565	2	8	0	50.05	7.25	NaN	5.11	0.5	1
1566	7	11	0	39.13	21.65	NaN	6.15	0.33	0
1567	4	25	0	34.65	33.05	NaN	5.82	0.5	0
1567	10	7	0	34.65	33.05	NaN	5.42	0.5	0
1567	12	1	0	34.75	32.4	NaN	5.42	0.5	0
1568	4	17	0	38.5	-8	NaN	4.46	0.5	0
1568	7	26	0	51.12	13.05	NaN	4.13	0.5	0
1568	11	8	0	44.167	5.133	10	3.9	0.47	0
1569	8	6	0	47.55	7.6	NaN	4.04	0.59	0
1569	8	17	0	45.4	24.5	9.9	5.77	0.5	0
1569	12	14	0	41	29	NaN	5.43	0.5	0
1570	5	1	3	40.75	14.167	NaN	5.17	0.3	0
1570	8	15	0	45.05	3.883	NaN	4.13	0.3	0
1570	11	17	19	44.824	11.632	NaN	5.43	0.3	1
1571	2	19	7	47.55	7.533	NaN	3.2	0.67	0
1571	3	5	0	41	29	NaN	5.82	0.5	0
1571	4	27	10	46.47	17	NaN	3.8	0.5	0
1571	4	27	17	46.47	17	NaN	3.8	0.5	0
1571	5	10	0	45.65	25.6	NaN	4.46	0.5	0
1571	5	19	18	45.65	25.6	NaN	5.11	0.5	0
1571	11	1	0	47.27	11.39	6	4.96	0.5	0
1572	1	4	0	47.27	11.39	6	5.46	0.5	1
1572	4	12	0	39.9	24.6	NaN	6.4	0.5	0
1572	6	4	22	44.851	10.422	NaN	4.98	0.32	0
1573	3	22	0	46.75	9.933	NaN	3.9	0.67	0
1573	6	1	0	46.86	9.53	NaN	3.79	0.6	0
1573	8	1	0	46.32	7.65	NaN	3.79	0.6	0
1573	12	21	0	47.66	8.8	NaN	4.58	0.6	0
1574	7	17	0	48.5	7.9	NaN	5.11	0.5	1
1574	1	28	15	46.667	9.4	NaN	3.9	0.67	0
1574	3	17	3	44.833	11.294	NaN	4.98	0.31	0
1574	7	30	21	47.383	8.5	NaN	3.35	0.59	0
1574	8	14	0	45.4	14.1	NaN	5.57	0.5	1
1575	2	26	17	53.21	-2.679	20	4.92	0.3	1
1575	4	25	0	46.217	6.15	NaN	3.9	0.67	0
1575	6	5	0	40.855	14.26	NaN	4.96	0.34	0
1575	11	17	0	46.08	14.5	10	5.14	0.5	0
1576	1	26	23	46.7	10.1	NaN	3.9	0.67	0
1576	9	26	5	45.694	9.67	NaN	4.59	0.32	0
1576	10	1	0	47.467	7.55	NaN	3.9	0.67	0
1576	11	20	20	47.55	7.6	NaN	2.4	0.67	0
1576	11	21	6	47.45	7.633	NaN	3.41	0.59	0
1576	11	5	0	39.75	39.5	NaN	5.82	0.5	0
1576	12	21	0	47.45	7.633	NaN	3.5	0.67	0
1577	1	1	0	38.834	20.708	NaN	6.23	0.33	0
1577	9	21	0	39.65	27.883	NaN	6.28	0.33	0
1577	1	28	0	34.65	33.05	NaN	6.21	0.5	0
1577	2	2	0	46.95	7.5	NaN	3.71	0.59	0
1577	6	6	0	41.683	12.783	NaN	4.83	0.3	0
1577	9	22	1	47.28	7.24	NaN	NaN	NaN	0
1577	9	24	0	47.55	7.62	NaN	NaN	NaN	0
1577	9	29	0	47.55	7.63	NaN	NaN	NaN	0
1578	1	1	0	37.508	13.083	NaN	5.15	0.33	0
1578	4	1	0	45.7	26.6	NaN	NaN	NaN	0
1578	4	27	11	50.88	12.23	NaN	4.79	0.5	0
1578	5	20	16	45.183	5.717	NaN	NaN	NaN	0
1578	9	28	10	47.67	8.86	NaN	3.88	0.59	0
1578	10	21	4	35.288	-2.945	NaN	5.9	0.41	1
1579	1	1	0	39.75	39.5	NaN	6.21	0.5	0
1579	1	26	6	46.921	2.021	NaN	5.19	0.58	1
1579	1	30	0	37.678	-1.698	NaN	5.35	0.41	1
1580	1	1	0	38.471	22.329	NaN	5.99	0.38	0
1580	4	6	18	50.991	1.647	NaN	5.54	0.34	1
1580	5	1	0	51.205	1.088	NaN	3.66	0.3	0
1580	9	1	0	47	19	NaN	3.8	0.5	0
1580	11	3	0	46.5	24	NaN	5.11	0.5	0
1580	12	24	0	46.5	24	NaN	5.11	0.5	0
1581	6	18	7	36.722	-4.419	NaN	5.35	0.41	1
1582	1	1	0	37.461	-3.928	NaN	5.21	0.41	1
1582	1	1	0	38.35	42.1	NaN	6.21	0.5	0
1582	5	1	0	40.822	14.123	NaN	5.36	0.33	0
1584	3	1	0	44.466	7.362	NaN	4.6	0.32	0
1584	3	11	11	46.33	6.97	NaN	5.8	0.35	0
1584	3	12	0	46.33	6.97	NaN	3.79	0.6	0
1584	3	13	0	46.33	6.97	NaN	3.79	0.6	0
1584	3	14	0	46.32	6.98	NaN	5.22	0.66	0
1584	3	20	12	46.78	6.63	NaN	3.71	0.59	0
1584	6	17	0	39.75	39.5	NaN	6.77	0.5	0
1584	9	10	20	43.862	11.992	NaN	5.84	0.3	1
1584	11	12	19	48.633	-1.517	NaN	4.46	0.3	0
1585	1	1	0	40.65	35.85	NaN	NaN	NaN	0
1585	6	28	2	39.786	24.372	NaN	7.06	0.39	0
1586	1	12	12	44.583	11	NaN	4.83	0.3	0
1586	10	31	0	46.617	9.717	NaN	3.9	0.67	0
1588	3	25	10	47.4	-0.55	19.7	5.28	0.46	1
1590	4	22	12	46.08	14.5	10	5.14	0.5	0
1590	4	28	11	46	26.2	10	3.48	0.5	0
1590	6	29	0	47.96	16.4	6	4.46	0.5	0
1590	8	10	19	45.872	24.704	9.9	5.7	0.38	1
1590	9	15	0	48.265	15.988	NaN	NaN	NaN	0
1590	9	15	23	48.275	16.014	8	6.06	0.47	1
1590	9	22	0	45.65	25.6	NaN	NaN	NaN	0
1590	11	22	5	45.65	25.6	NaN	4.46	0.5	0
1591	4	24	12	46.2	-1.367	10	4.11	0.51	0
1591	5	24	0	44.697	10.631	NaN	4.75	0.32	0
1591	7	10	0	44.4	12.038	NaN	5.2	0.69	1
1591	9	3	0	47.517	7.583	NaN	3.9	0.67	0
1592	1	1	0	41	29	NaN	5.82	0.5	0
1592	5	1	0	37.7	20.8	NaN	6.6	0.5	0
1592	11	24	0	42.877	12.747	NaN	5.15	0.33	0
1593	1	8	0	46.217	6.167	NaN	3.79	0.6	0
1593	3	8	0	45.694	9.67	NaN	4.96	0.34	0
1593	4	8	21	47.467	-0.55	22.27	4.98	0.35	0
1593	4	23	0	43.274	12.679	NaN	5.39	0.32	0
1593	11	15	0	47	6.93	NaN	3.79	0.59	0
1595	2	8	23	46.75	9.45	NaN	3.9	0.67	0
1595	4	21	10	45.7	26.6	150	7.1	0.3	0
1595	7	12	0	47.28	11.51	6	4.45	0.5	0
1595	9	22	0	38.595	27.794	NaN	5.83	0.36	0
1595	10	30	0	43.351	12.577	NaN	4.54	0.3	0
1595	11	26	0	35.3	25.2	NaN	6.4	0.5	0
1596	1	1	0	37.406	-1.58	NaN	4.79	0.41	0
1596	4	16	0	49.9	23.9	10	3.8	0.5	0
1597	7	23	8	56.819	-4.037	10	4.22	0.35	0
1597	8	3	23	43.987	11.429	NaN	5.19	0.34	0
1598	1	1	0	40.4	35.4	NaN	6.77	0.5	1
1598	11	22	2	45.7	26.6	120	6.5	0.3	0
1598	12	16	7	50.87	12.18	NaN	4.79	0.5	0
1598	12	22	0	46.5	24	NaN	NaN	NaN	0
1598	12	26	3	38.946	-0.149	NaN	5.62	0.41	1
1599	3	4	0	46.5	24	NaN	5.11	0.5	0
1599	5	23	3	45.65	25.6	NaN	3.8	0.5	0
1599	8	1	0	38.148	15.598	NaN	5.15	0.32	0
1599	10	1	8	47.76	18.14	NaN	5.11	0.5	0
1599	11	2	0	46.8	9.4	NaN	NaN	NaN	0
1599	11	6	1	42.724	13.021	NaN	5.92	0.4	1
1599	11	16	0	43.774	11.716	NaN	NaN	NaN	0
1599	12	11	0	45.65	25.6	NaN	5.11	0.5	0
1599	12	29	2	46	14.5	10	4.3	0.5	0
1600	1	1	0	44.113	11.548	NaN	5.36	0.33	1
1600	7	6	0	43.777	11.249	NaN	4.75	0.32	0
1600	9	21	19	49.23	18.76	NaN	3.8	0.5	0
1601	4	26	0	40.474	19.49	NaN	6.26	0.33	0
1601	8	10	7	38.25	15.667	NaN	4.83	0.3	0
1601	9	7	0	47.5	16.3	NaN	NaN	NaN	0
1601	9	18	1	46.92	8.36	NaN	5.83	0.31	1
1601	12	19	23	48.583	-3.833	NaN	4.13	0.3	0
1602	10	7	0	59.5	24.7	NaN	4.46	0.5	0
1603	1	1	0	53.74	-0.34	10	4	0.3	0
1603	1	25	0	43.321	11.328	NaN	4.54	0.3	0
1603	5	5	0	46.8	23.6	NaN	NaN	NaN	0
1604	4	14	8	47.533	7.6	NaN	3.5	0.67	0
1604	5	3	2	45.7	26.6	130	6.8	0.3	0
1604	11	11	0	46.9	8.25	NaN	3.9	0.67	0
1605	1	1	0	40.5	43.3	NaN	NaN	NaN	0
1605	4	1	0	46.61	9.57	NaN	3.9	0.67	0
1605	8	24	19	46.167	-1.15	NaN	4.13	0.3	0
1605	11	24	0	45.5	25.1	20	6.1	0.5	0
1606	1	13	1	45.5	25.2	20	5.11	0.5	0
1606	8	22	0	45.694	9.67	NaN	4.96	0.34	0
1607	1	1	0	59.7	24.7	NaN	4.46	0.5	0
1607	1	27	2	46.7	9.433	NaN	3.9	0.67	0
1607	11	27	19	49.06	18.29	NaN	NaN	NaN	0
1608	1	6	22	44.697	10.631	NaN	4.75	0.32	0
1608	7	25	0	42.4	18.7	NaN	5.57	0.5	0
1608	9	15	11	42.5	18.6	NaN	5.35	0.5	0
1608	11	8	21	56.304	-3.499	20	4.07	0.3	0
1609	1	16	2	47.433	-0.567	10	4.39	0.57	0
1609	4	1	0	36.2	29	NaN	7.2	0.5	0
1609	7	20	0	38.968	16.353	NaN	5.4	0.31	0
1610	5	14	0	43.667	7.25	NaN	4.63	0.3	0
1611	1	1	0	38.614	27.426	NaN	5.71	0.3	0
1611	1	15	0	44.808	7.245	NaN	4.12	0.3	0
1611	9	8	22	44.01	11.359	NaN	5.14	0.32	0
1612	1	31	0	43.949	7.613	NaN	4.77	0.3	0
1612	2	29	0	47.483	7.55	NaN	3.5	0.67	0
1612	5	26	7	38.834	20.708	NaN	6.3	0.33	0
1612	10	14	0	43.246	12.853	NaN	5.08	0.3	0
1612	11	7	0	52	8.65	NaN	4.6	0.3	0
1612	11	8	0	35	23.8	NaN	7.2	0.5	1
1613	8	25	5	38.122	14.788	NaN	5.73	0.31	1
1613	10	12	0	38.834	20.708	NaN	6.28	0.33	0
